ID,Software,Link,Evaluator1,Evaluator2,Evaluator3,Final Decision
C551,Hadoop,https://stackoverflow.com/questions/36517774/nodemanager-namenode-resourcemanager-datanode-secondarynamenode-not-running/36591990#36591990,Include,Include,,Include
C552,Hadoop,https://stackoverflow.com/questions/36753546/spark-job-running-on-yarn-cluster-java-io-filenotfoundexception-file-does-not-e/36776378#36776378,Include,Include,,Include
C553,Hadoop,https://stackoverflow.com/questions/36372009/jmeter-hbase-scan-sampler-fails-with-classnotfoundexception-exception/36377717#36377717,Include,Include,,Include
C554,Hadoop,https://stackoverflow.com/questions/39507577/application-rejected-by-queue-placement-policy/43579679#43579679,Include,Include,,Include
C555,Hadoop,https://stackoverflow.com/questions/34636046/installing-hive-with-apache-spark,Exclude,Exclude,,Exclude
C556,Hadoop,https://stackoverflow.com/questions/34657703/write-a-file-on-hdfs-with-permissions-enabled,Exclude,Exclude,,Exclude
C557,Hadoop,https://stackoverflow.com/questions/34666416/get-a-yarn-configuration-from-commandline,Exclude,Exclude,,Exclude
C558,Hadoop,https://stackoverflow.com/questions/34673420/how-to-configure-ports-for-hostname-and-localhost,Exclude,Exclude,,Exclude
C559,Hadoop,https://stackoverflow.com/questions/47886832/sparkr-error-the-root-scratch-dir-tmp-hive-on-hdfs-should-be-writable/47906716#47906716,Include,Include,,Include
C560,Hadoop,https://stackoverflow.com/questions/43836908/mapreduce-doesnt-produce-an-output/43841386#43841386,Include,Include,,Include
C561,Hadoop,https://stackoverflow.com/questions/41535708/prevent-ambari-agent-overwriting-repo-files/41578484#41578484,Include,Include,,Include
C562,Hadoop,https://stackoverflow.com/questions/41756775/unable-to-configure-orc-properties-in-spark/41766865#41766865,Include,Include,,Include
C563,Hadoop,https://stackoverflow.com/questions/47773744/high-availability-of-spark-driver/47773828#47773828,Include,Include,,Include
C564,Hadoop,https://stackoverflow.com/questions/43930897/hadoop-syntax-error-word-unexpected-expecting,Exclude,Exclude,,Exclude
C565,Hadoop,https://stackoverflow.com/questions/44084766/class-not-found-exception-while-creating-a-table-in-hbase,Exclude,Exclude,,Exclude
C566,Hadoop,https://stackoverflow.com/questions/44107965/error-while-installing-hive-on-windows,Exclude,Exclude,,Exclude
C567,Hadoop,https://stackoverflow.com/questions/44205694/hive-transactions-remote-metastore-error,Exclude,Exclude,,Exclude
C568,Hadoop,https://stackoverflow.com/questions/51824229/hadoop-fs-ls-call-from-server-127-0-1-1-to-localhost-failed/51968483#51968483,Include,Include,,Include
C569,Hadoop,https://stackoverflow.com/questions/48104900/streamsets-mapr-fs-origin-dest-kerberosprincipal-exception-using-hadoop-impers/48157362#48157362,Include,Include,,Include
C570,Hadoop,https://stackoverflow.com/questions/48047178/ssh-connection-without-password-is-not-working,Exclude,Exclude,,Exclude
C571,Hadoop,https://stackoverflow.com/questions/48079994/display-of-hive-table-in-spark,Exclude,Exclude,,Exclude
C572,Hadoop,https://stackoverflow.com/questions/48080201/emr-step-command-runner-hive-script,Exclude,Exclude,,Exclude
C573,Hadoop,https://stackoverflow.com/questions/48096538/hadoop-mapreduce-output-for-maximum,Exclude,Exclude,,Exclude
C574,Hadoop,https://stackoverflow.com/questions/48110507/flume-1-6-0-spooling-directory-source-with-timestamp-on-header,Exclude,Exclude,,Exclude
C575,Hadoop,https://stackoverflow.com/questions/48177808/creating-parquet-files-in-spark-with-row-group-size-that-is-less-than-100,Exclude,Exclude,,Exclude
C576,Hadoop,https://stackoverflow.com/questions/56259853/why-aws-is-rejecting-my-connections-when-i-am-using-wholetextfiles-with-pyspar/56266816#56266816,Include,Include,,Include
C577,Hadoop,https://stackoverflow.com/questions/58845700/map-reduce-wrong-output-reducer-not-working,Exclude,Exclude,,Exclude
C578,Hadoop,https://stackoverflow.com/questions/58966224/error-accessing-hadoop-job-history-server-jobhistory-page,Exclude,Exclude,,Exclude
C579,Hadoop,https://stackoverflow.com/questions/59170635/hive-query-failed-in-tez-engine-but-runing-in-mr-mode,Exclude,Exclude,,Exclude
C580,Hadoop,https://stackoverflow.com/questions/59309021/intellij-mapreduce-error-exception-in-thread-main-0-no-such-file-or-direc,Exclude,Exclude,,Exclude
C581,Hadoop,https://stackoverflow.com/questions/60448972/reading-nested-data-from-elasticsearch-via-spark-scala/60451418#60451418,Include,Include,,Include
C582,Hadoop,https://stackoverflow.com/questions/59559242/cannot-resolve-symbol-hbase,Exclude,Exclude,,Exclude
C583,Hadoop,https://stackoverflow.com/questions/59627351/hdfs-movefromlocal-does-not-distribute-replica-blocks-across-data-nodes,Exclude,Exclude,,Exclude
C584,Hadoop,https://stackoverflow.com/questions/59639479/hdfs-different-disk-size-nodes-data-volume-choosing-policy,Exclude,Exclude,,Exclude
C585,Hadoop,https://stackoverflow.com/questions/59810552/what-is-the-best-way-to-migrate-java-hadoop-jobs-to-dataproc,Exclude,Exclude,,Exclude
C586,Hadoop,https://stackoverflow.com/questions/59853298/if-i-changed-mapreduces-configuration-should-i-restart-the-yarn,Exclude,Exclude,,Exclude
C587,Hadoop,https://stackoverflow.com/questions/59932457/is-there-a-way-to-only-display-a-file-with-webhdfs-rest-api,Exclude,Exclude,,Exclude
C588,Hadoop,https://stackoverflow.com/questions/65880196/spark-structured-streaming-this-query-does-not-support-recovering-from-checkpo/65880651#65880651,Include,Include,,Include
C589,Hadoop,https://stackoverflow.com/questions/69761943/apache-airflow-no-such-file-or-directory-beeline-when-trying-to-execute-dag,Exclude,Exclude,,Exclude
C590,Hadoop,https://stackoverflow.com/questions/70504376/spark-magic-output-committer-settings-not-recognized,Exclude,Exclude,,Exclude
C591,Hadoop,https://stackoverflow.com/questions/71313564/,Include,Include,,Include
C592,Hadoop,https://stackoverflow.com/questions/73994207,Include,Include,,Include
C593,Hadoop,https://stackoverflow.com/questions/73027504/,Include,Include,,Include
C594,Hadoop,https://stackoverflow.com/questions/73360680,Include,Include,,Include
C595,Hadoop,https://stackoverflow.com/questions/70695101/,Include,Include,,Include
C596,Hadoop,https://stackoverflow.com/questions/70595953/hadoop-mapreducer-string-and-math-operations-as-output-error,Exclude,Exclude,,Exclude
C597,Hadoop,https://stackoverflow.com/questions/70639271/is-it-necessary-to-configure-hadoop-tmp-directory-in-core-site-xml-in-hadoop-3-3,Exclude,Exclude,,Exclude
C598,Hadoop,https://stackoverflow.com/questions/71109721/possibility-stuck-at-reducer-because-reducer-container-cant-fit-in,Exclude,Exclude,,Exclude
C599,Hadoop,https://stackoverflow.com/questions/75858617,Include,Include,,Include
C600,Hadoop,https://stackoverflow.com/questions/77449386,Include,Include,,Include
C601,Hadoop,https://stackoverflow.com/questions/77605408,Include,Exclude,Include,Include
C602,Hadoop,https://stackoverflow.com/questions/77155400,Include,Include,,Include
C603,Hadoop,https://stackoverflow.com/questions/76771284,Include,Exclude,Include,Include
C604,Hadoop,https://stackoverflow.com/questions/76100454,Include,Exclude,Include,Include
C605,Hadoop,https://stackoverflow.com/questions/77494143,Include,Include,,Include
C606,Hadoop,https://stackoverflow.com/questions/77292415,Include,Include,,Include
C607,Hadoop,https://stackoverflow.com/questions/76707529,Include,Include,,Include
C608,Hadoop,https://stackoverflow.com/questions/76386805,Include,Include,,Include
C609,Hadoop,https://stackoverflow.com/questions/75655940,Include,Include,,Include
C610,Hadoop,https://stackoverflow.com/questions/75704779/hdfs-staging-dir-permission-issues-with-yarn-mapred-framework-tmp-hadoop-yarn,Exclude,Exclude,,Exclude
C611,MySQL,https://stackoverflow.com/questions/360026/hibernate-how-to-make-hibernate-delete-records-from-child-table-when-deleting-p,Exclude,Exclude,,Exclude
C612,MySQL,https://stackoverflow.com/questions/366550/how-do-i-get-cakephp-bake-to-find-mysql-sock-and-recognize-mysql-while-using-mam,Exclude,Exclude,,Exclude
C613,MySQL,https://stackoverflow.com/questions/384809/pdo-mysql-driver-on-mac,Exclude,Exclude,,Exclude
C614,MySQL,https://stackoverflow.com/questions/119008/cant-connect-to-mysql-server-on-localhost-10061,Exclude,Exclude,,Exclude
C615,MySQL,https://stackoverflow.com/questions/155308/how-do-i-get-php-to-work-with-adodb-and-mysql,Exclude,Exclude,,Exclude
C616,MySQL,https://stackoverflow.com/questions/224473/no-suitable-mysql-driver-found-for-jboss-application,Exclude,Exclude,,Exclude
C617,MySQL,https://stackoverflow.com/questions/270800/why-does-hibernate-jdbc-mysql-drop-connections-after-a-day-or-so,Exclude,Exclude,,Exclude
C618,MySQL,https://stackoverflow.com/questions/279170/utf-8-all-the-way-through,Exclude,Exclude,,Exclude
C619,MySQL,https://stackoverflow.com/questions/309203/how-to-store-a-java-util-date-into-a-mysql-timestamp-field-in-the-utc-gmt-timezo,Exclude,Exclude,,Exclude
C620,MySQL,https://stackoverflow.com/questions/319936/connect-to-database-using-jsf,Exclude,Exclude,,Exclude
C621,MySQL,http://serverfault.com/questions/6354/error-2006-hy000-at-line-149351-mysql-server-has-gone-away,Include,Include,,Include
C622,MySQL,http://serverfault.com/questions/87705/very-slow-mysql,Include,Include,,Include
C623,MySQL,https://stackoverflow.com/questions/442423/when-to-prefer-xampp-over-a-complete-installation-of-linux-apache-mysql-and-p,Exclude,Exclude,,Exclude
C624,MySQL,https://stackoverflow.com/questions/447019/character-set-woes,Exclude,Exclude,,Exclude
C625,MySQL,https://stackoverflow.com/questions/471517/is-it-possible-to-call-a-mysql-stored-procedure-from-ruby,Exclude,Exclude,,Exclude
C626,MySQL,https://stackoverflow.com/questions/474046/how-to-get-the-exact-same-output-from-mysqldump-as-mysqladmin-backup,Exclude,Exclude,,Exclude
C627,MySQL,https://stackoverflow.com/questions/527061/what-is-difference-between-autoreconnect-autoreconnectforpools-in-mysql-connec,Exclude,Exclude,,Exclude
C628,MySQL,https://stackoverflow.com/questions/527065/why-can-wordpress-suddenly-connect-to-the-mysql-database-server-once-i-update-th,Exclude,Exclude,,Exclude
C629,MySQL,https://stackoverflow.com/questions/556238/hibernate-foreign-key-constraint-violation-problem,Exclude,Exclude,,Exclude
C630,MySQL,https://stackoverflow.com/questions/557596/how-to-dynamically-set-an-increasing-value-per-row-in-mysql,Exclude,Exclude,,Exclude
C631,MySQL,https://stackoverflow.com/questions/571279/grails-hibernate-database-crashes-under-load-unable-to-connect-even-when-pooli,Exclude,Exclude,,Exclude
C632,MySQL,https://stackoverflow.com/questions/579244/mysql-database-optimization-best-practices,Exclude,Exclude,,Exclude
C633,MySQL,https://stackoverflow.com/questions/579662/why-are-my-images-stored-as-mysql-longblobs-only-being-displayed-partially,Exclude,Exclude,,Exclude
C634,MySQL,https://stackoverflow.com/questions/580331/determine-which-mysql-configuration-file-is-being-used,Exclude,Exclude,,Exclude
C635,MySQL,https://stackoverflow.com/questions/584850/is-there-a-way-to-determine-what-configuration-file-mysql-is-using,Exclude,Exclude,,Exclude
C636,MySQL,https://stackoverflow.com/questions/625236/vbulletin-cannot-connect-to-mysql-database,Exclude,Exclude,,Exclude
C637,MySQL,https://stackoverflow.com/questions/645422/mysql-for-todo-lists,Exclude,Exclude,,Exclude
C638,MySQL,https://stackoverflow.com/questions/672235/mysql-connect-on-localhost,Exclude,Exclude,,Exclude
C639,MySQL,https://stackoverflow.com/questions/730827/hibernate-c3p0-mysql-broken-pipe,Exclude,Exclude,,Exclude
C640,MySQL,https://stackoverflow.com/questions/740275/hibernate-mysql-connection-pooling,Exclude,Exclude,,Exclude
C641,MySQL,https://stackoverflow.com/questions/742646/installing-cake-php-on-xampp,Exclude,Exclude,,Exclude
C642,MySQL,https://stackoverflow.com/questions/773105/configure-xampp-with-mysql4,Exclude,Exclude,,Exclude
C643,MySQL,https://stackoverflow.com/questions/818518/help-with-mysql-gem-on-osx,Exclude,Exclude,,Exclude
C644,MySQL,https://stackoverflow.com/questions/829049/mysql-schema-generation-with-nhibernate,Exclude,Exclude,,Exclude
C645,MySQL,https://stackoverflow.com/questions/832714/mysql-named-pipes-on-windows-faster-best-practice-or-bad-idea,Exclude,Exclude,,Exclude
C646,MySQL,https://stackoverflow.com/questions/4562456,Include,Include,,Include
C647,MySQL,http://serverfault.com/questions/108741/problems-configuring-mysql-on-ubuntu-for-remote-access,Include,Include,,Include
C648,MySQL,http://serverfault.com/questions/143373/cant-connect-to-local-mysql-server-through-socket,Include,Exclude,Include,Include
C649,MySQL,http://serverfault.com/questions/102720/datadump-fails-with-exit-code-1,Include,Include,,Include
C650,MySQL,http://stackoverflow.com/questions/2252243/lots-of-mysql-sleep-processes,Include,Include,,Include
C651,MySQL,https://stackoverflow.com/questions/3456159,Include,Include,,Include
C652,MySQL,http://serverfault.com/questions/178303/mysql-binlog-not-logging,Include,Exclude,Include,Include
C653,MySQL,https://stackoverflow.com/questions/1988936/phpmyadmin-using-mysqli-connects-but-my-php-using-mysqli-errors-out,Exclude,Exclude,,Exclude
C654,MySQL,https://stackoverflow.com/questions/1990236/mysql-console-windows-linux-wrong-character-set,Exclude,Exclude,,Exclude
C655,MySQL,https://stackoverflow.com/questions/2027109/how-do-i-use-multiple-sources-in-one-index-in-sphinx,Exclude,Exclude,,Exclude
C656,MySQL,https://stackoverflow.com/questions/2032902/advice-on-the-most-efficient-way-to-plan-out-a-html-php-multi-user-ajax-projec,Exclude,Exclude,,Exclude
C657,MySQL,https://stackoverflow.com/questions/2047175/mysql-for-persistence-for-sharepoint-wss,Exclude,Exclude,,Exclude
C658,MySQL,https://stackoverflow.com/questions/2077081/connection-with-mysql-is-being-aborted-automatically-how-to-configure-connector,Exclude,Exclude,,Exclude
C659,MySQL,https://stackoverflow.com/questions/2081823/speeding-up-conversion-from-myisam-to-innodb,Exclude,Exclude,,Exclude
C660,MySQL,https://stackoverflow.com/questions/2098556/hibernate-mysql-transaction-configuration-issue,Exclude,Exclude,,Exclude
C661,MySQL,https://stackoverflow.com/questions/2108127/sphinx-filtering-mva-on-multiple-fields,Exclude,Exclude,,Exclude
C662,MySQL,https://stackoverflow.com/questions/2127729/install-mysql-gem-for-ruby-along-with-jruby-gem,Exclude,Exclude,,Exclude
C663,MySQL,https://stackoverflow.com/questions/2155656/multiple-and-single-indexes,Exclude,Exclude,,Exclude
C664,MySQL,https://stackoverflow.com/questions/2167522/innodb-takes-over-an-hour-to-import-600mb-file-myisam-in-a-few-minutes,Exclude,Exclude,,Exclude
C665,MySQL,https://stackoverflow.com/questions/2167598/mysql-install-error-failed-to-build-gem-native-extension,Exclude,Exclude,,Exclude
C666,MySQL,https://stackoverflow.com/questions/2168969/how-to-connect-xampp-mysql-local-db-using-jdbc,Exclude,Exclude,,Exclude
C667,MySQL,https://stackoverflow.com/questions/2204728/incrementing-slower-data-insertion-into-mysql,Exclude,Exclude,,Exclude
C668,MySQL,https://stackoverflow.com/questions/2221787/is-mysql-more-resistant-to-sql-injection-attack-than-postgresql-under-perl-dbi,Exclude,Exclude,,Exclude
C669,MySQL,https://stackoverflow.com/questions/2228356/get-mysql-result-set-size-from-query,Exclude,Exclude,,Exclude
C670,MySQL,https://stackoverflow.com/questions/2231496/mysql-on-duplicate-key-seems-to-increment-the-auto-increment-column-when-trigger,Exclude,Exclude,,Exclude
C671,MySQL,https://stackoverflow.com/questions/2241261/php5-3-is-not-working-with-mysql5-1-iis7-times-out,Exclude,Exclude,,Exclude
C672,MySQL,https://stackoverflow.com/questions/2248928/restrict-content-access-to-logged-in-users-with-php,Exclude,Exclude,,Exclude
C673,MySQL,https://stackoverflow.com/questions/2252243/lots-of-mysql-sleep-processes,Exclude,Exclude,,Exclude
C674,MySQL,http://serverfault.com/questions/313400/datetime-format-changed-between-mysql-5-0-and-5-1,Include,Exclude,Include,Include
C675,MySQL,http://stackoverflow.com/questions/7928675/mysql-i-cannot-login-as-root-after-upgrading-to-5-5,Include,Include,,Include
C676,MySQL,http://serverfault.com/questions/256254/mysql-server-doesnt-startup,Include,Include,,Include
C677,MySQL,http://serverfault.com/questions/258709/attempted-to-change-database-drive-resulted-in-cant-connect-to-local-mysql-ser,Include,Include,,Include
C678,MySQL,http://serverfault.com/questions/249529/how-to-access-remotly-to-a-mysql-server,Include,Include,,Include
C679,MySQL,http://stackoverflow.com/questions/5737089/two-mysql-servers,Include,Include,,Include
C680,MySQL,http://serverfault.com/questions/221566/mysql-command-line-not-working,Include,Include,,Include
C681,MySQL,http://serverfault.com/questions/300935/how-to-make-mysql-to-find-old-databases-on-hdd,Include,Include,,Include
C682,MySQL,http://serverfault.com/questions/323175/cant-start-mysqld-on-centos5-after-attempting-to-upgrade-to-php-5-3,Include,Include,,Include
C683,MySQL,http://serverfault.com/questions/304648/mysql-and-multi-core-processors,Include,Include,,Include
C684,MySQL,http://serverfault.com/questions/243631/mysql-server-running-only-on-unix-socket,Include,Include,,Include
C685,MySQL,http://serverfault.com/questions/270258/mysql-not-accepting-connections-from-wp,Include,Include,,Include
C686,MySQL,http://serverfault.com/questions/240032/mysql-database-restore-error,Include,Include,,Include
C687,MySQL,http://serverfault.com/questions/320253/mysql-multi-level-replication-breaks-constantly,Include,Include,,Include
C688,MySQL,http://serverfault.com/questions/308707/mysql-hangs-up-the-server-how-to-avoid-this,Include,Include,,Include
C689,MySQL,http://serverfault.com/questions/317256/mysql-5-0-5-1-upgrade-table-upgrades-taking-a-very-long-time,Include,Include,,Include
C690,MySQL,http://serverfault.com/questions/316938/mysql-max-allowed-packet-greater-than-1-gb-is-it-possible,Include,Include,,Include
C691,MySQL,http://serverfault.com/questions/311179/mysql-binary-logs-more-than-15-gb,Include,Include,,Include
C692,MySQL,https://dba.stackexchange.com/questions/1927/why-does-mysql-say-im-out-of-memory,Include,Include,,Include
C693,MySQL,http://serverfault.com/questions/329298/could-not-start-the-service-mysql-error0-how-to-get-mysql-5-5-server-running,Include,Include,,Include
C694,MySQL,http://dba.stackexchange.com/questions/6134/fixing-mysql-errors-recorded-in-error-logs,Include,Include,,Include
C695,MySQL,http://serverfault.com/questions/288937/help-about-log-mysql,Include,Exclude,Exclude,Exclude
C696,MySQL,http://serverfault.com/questions/300958/mysql-is-hogging-my-server-resources,Include,Exclude,Exclude,Exclude
C697,MySQL,https://stackoverflow.com/questions/5376427,Include,Include,,Include
C698,MySQL,http://serverfault.com/questions/222206/extreme-slowness-with-a-remote-database-in-drupal,Include,Include,,Include
C699,MySQL,https://stackoverflow.com/questions/4597071/how-do-i-install-the-rails-mysql-adapter,Exclude,Exclude,,Exclude
C700,MySQL,https://stackoverflow.com/questions/4599179/xampp-control-panel-mysql-wont-start,Exclude,Exclude,,Exclude
C701,MySQL,https://stackoverflow.com/questions/4609622/what-is-the-socket-declaration-for-in-ruby-on-rails-database-yml,Exclude,Exclude,,Exclude
C702,MySQL,https://stackoverflow.com/questions/4613116/difficulties-installing-mysql-gem-on-ubuntu,Exclude,Exclude,,Exclude
C703,MySQL,https://stackoverflow.com/questions/4617525/mysql-performance-suggestions,Exclude,Exclude,,Exclude
C704,MySQL,https://stackoverflow.com/questions/4626820/nhibernate-unable-to-convert-mysql-date-time-value-to-system-datetime,Exclude,Exclude,,Exclude
C705,MySQL,https://stackoverflow.com/questions/4635252/hibernate-spring-gethibernatetemplate-save-freezes-hangs,Exclude,Exclude,,Exclude
C706,MySQL,https://stackoverflow.com/questions/4648170/why-this-hibernate-mysql-connection-is-read-only,Exclude,Exclude,,Exclude
C707,MySQL,https://stackoverflow.com/questions/4672713/mysql-connections-should-i-keep-it-alive-or-start-a-new-connection-before-each,Exclude,Exclude,,Exclude
C708,MySQL,https://stackoverflow.com/questions/4679584/updating-a-mysql-config-variable-ft-min-word-len,Exclude,Exclude,,Exclude
C709,MySQL,https://stackoverflow.com/questions/4689221/php-mysql-dynamic-breadcrumb,Exclude,Exclude,,Exclude
C710,MySQL,https://stackoverflow.com/questions/4693504/mysql-features-i-can-rely-on-being-available,Exclude,Exclude,,Exclude
C711,MySQL,https://stackoverflow.com/questions/4707640/problem-installing-mysql-5-on-ubuntu-10-10,Exclude,Exclude,,Exclude
C712,MySQL,https://stackoverflow.com/questions/4721108/rails-3-0-3-ruby-1-8-7-cygwin-windows-7-64-bit-mysql-5-5-mysql-gem-fails,Exclude,Exclude,,Exclude
C713,MySQL,https://stackoverflow.com/questions/4733302/how-do-i-add-a-new-state-to-the-mantis-workflow,Exclude,Exclude,,Exclude
C714,MySQL,https://stackoverflow.com/questions/4745042/postgresql-batch-insert-performance-issue-with-respect-to-mysql,Exclude,Exclude,,Exclude
C715,MySQL,https://stackoverflow.com/questions/4748527/high-values-of-innodb-lock-wait-timeout-on-mysql,Exclude,Exclude,,Exclude
C716,MySQL,https://stackoverflow.com/questions/4755854/create-innodb-database-in-mysql,Exclude,Exclude,,Exclude
C717,MySQL,https://stackoverflow.com/questions/4785933/adding-rmysql-package-to-r-fails-on-windows,Exclude,Exclude,,Exclude
C718,MySQL,https://www.percona.com/blog/2012/06/06/read_buffer_size-can-break-your-replication/,Include,Include,,Include
C719,MySQL,http://serverfault.com/questions/416570/mysqld-job-failed-to-start,Include,Include,,Include
C720,MySQL,http://serverfault.com/questions/420285/error-running-mysql-daemon,Include,Include,,Include
C721,MySQL,http://stackoverflow.com/questions/12944386/mysql-not-working,Include,Include,,Include
C722,MySQL,https://serverfault.com/questions/362595/mysql-bind-on-unix-socket-permission-denied,Include,Include,,Include
C723,MySQL,https://dba.stackexchange.com/questions/25165/intermittent-mysql-crashes-with-error-fatal-error-cannot-allocate-memory-for-t,Include,Include,,Include
C724,MySQL,http://serverfault.com/questions/453729/periodic-mysql-lockup-when-wordpress-is-under-heavy-load,Include,Include,,Include
C725,MySQL,http://serverfault.com/questions/446843/error-2003-hy000-cant-connect-to-mysql-server-on-111,Include,Include,,Include
C726,MySQL,http://serverfault.com/questions/453251/how-to-speed-up-a-mysql-import,Include,Include,,Include
C727,MySQL,http://serverfault.com/questions/445822/mysql-died-during-the-night-on-a-12-04-1-ubuntu,Include,Include,,Include
C728,MySQL,http://serverfault.com/questions/362336/mysql-odbc-issue-data-source-name-not-found-and-no-default-driver-specified,Include,Include,,Include
C729,MySQL,http://serverfault.com/questions/403454/ubuntu-12-04-mysql-5-5-24-crashes-everyday,Include,Include,,Include
C730,MySQL,http://serverfault.com/questions/415884/files-in-mysql-data-folder,Include,Include,,Include
C731,MySQL,http://serverfault.com/questions/431597/mysql-binlogs-seems-incomplete,Include,Include,,Include
C732,MySQL,http://dba.stackexchange.com/questions/27892/innodb-master-master-replication-goes-inconsistant-after-power-failure-tests,Include,Include,,Include
C733,MySQL,https://serverfault.com/questions/421968/mysql-too-many-connections-during-normal-conditions-percona-innodb,Include,Include,,Include
C734,MySQL,https://serverfault.com/questions/423051/mysql-slow-query-log-logging-all-queries,Include,Include,,Include
C735,MySQL,https://stackoverflow.com/questions/8697798/should-i-use-1-database-for-posts-configuration-and-authentication-or-split-it,Exclude,Exclude,,Exclude
C736,MySQL,https://stackoverflow.com/questions/8705108/mysql-entity-framework-error-the-specified-store-provider-cannot-be-found-in-t,Exclude,Exclude,,Exclude
C737,MySQL,https://stackoverflow.com/questions/8713450/spring-tests-problems-with-rollback,Exclude,Exclude,,Exclude
C738,MySQL,https://stackoverflow.com/questions/8748791/updating-mysqldump-file,Exclude,Exclude,,Exclude
C739,MySQL,https://stackoverflow.com/questions/8755131/fatal-error-lnk1104-cannot-open-file-mysqlcppconn-lib,Exclude,Exclude,,Exclude
C740,MySQL,https://serverfault.com/questions/379891/mysql-is-very-slow-on-my-ext4-file-system/379960#379960,Include,Exclude,Include,Include
C741,MySQL,https://stackoverflow.com/questions/8772632/same-mysql-query-returning-different-results-on-same-server,Exclude,Exclude,,Exclude
C742,MySQL,https://stackoverflow.com/questions/8788954/installing-mysql-gem-on-rbenv,Exclude,Exclude,,Exclude
C743,MySQL,https://stackoverflow.com/questions/8797126/how-to-use-different-database-depending-on-file-location,Exclude,Exclude,,Exclude
C744,MySQL,https://stackoverflow.com/questions/8813400/how-to-change-database-of-tapestry-5-demotapestry-hotel-booking-to-mysql,Exclude,Exclude,,Exclude
C745,MySQL,https://stackoverflow.com/questions/8823328/500-internal-server-error-while-downloading-images-using-php,Exclude,Exclude,,Exclude
C746,MySQL,https://stackoverflow.com/questions/8832178/authenticate-authorize-user-based-on-group-with-apache-and-mysql,Exclude,Exclude,,Exclude
C747,MySQL,https://stackoverflow.com/questions/8839087/rails-application-with-utf8-html-encoding-and-with-latin1-database-ruby-1-8-7,Exclude,Exclude,,Exclude
C748,MySQL,https://stackoverflow.com/questions/8844918/visual-studio-2010-linking-mysql,Exclude,Exclude,,Exclude
C749,MySQL,https://stackoverflow.com/questions/8863955/what-is-the-best-way-to-make-two-instances-in-solr-which-use-identical-schemas,Exclude,Exclude,,Exclude
C750,MySQL,https://stackoverflow.com/questions/8865268/remote-mysql-connection-from-localhost-codeigniter-extremely-slow,Exclude,Exclude,,Exclude
C751,MySQL,https://stackoverflow.com/questions/8879557/xampp-mysql-administration-page-error,Exclude,Exclude,,Exclude
C752,MySQL,https://stackoverflow.com/questions/8908571/change-sqlalchemys-session-delete-behaviour,Exclude,Exclude,,Exclude
C753,MySQL,https://stackoverflow.com/questions/8916828/mysql-changing-ft-min-word-len,Exclude,Exclude,,Exclude
C754,MySQL,https://stackoverflow.com/questions/8917115/mysql-search-table-optimization-for-a-game-website,Exclude,Exclude,,Exclude
C755,MySQL,https://stackoverflow.com/questions/8945430/jdbc-csv-raw-data-export-import-from-to-remote-mysql-database-using-streams-se,Exclude,Exclude,,Exclude
C756,MySQL,https://stackoverflow.com/questions/8963917/spring-3-mvc-mysql-jdbc-database-connection-configuration,Exclude,Exclude,,Exclude
C757,MySQL,https://stackoverflow.com/questions/8971960/sqlalchemy-orm-how-to-give-some-low-level-specification,Exclude,Exclude,,Exclude
C758,MySQL,https://stackoverflow.com/questions/8991089/ways-to-log-mysql-diff,Exclude,Exclude,,Exclude
C759,MySQL,http://serverfault.com/questions/490656/mysql-not-starting-error-usr-sbin-mysqld-unknown-option-query-cache-si,Include,Include,,Include
C760,MySQL,https://stackoverflow.com/questions/19300501,Include,Include,,Include
C761,MySQL,http://serverfault.com/questions/512503/percona-and-mysql-audit,Include,Include,,Include
C762,MySQL,http://stackoverflow.com/questions/19117487/i-cant-start-mysql-on-linux-error-mysqld-safe,Include,Include,,Include
C763,MySQL,http://serverfault.com/questions/505682/django-cant-connect-to-local-mysql-server-through-socket,Include,Include,,Include
C764,MySQL,http://serverfault.com/questions/503453/cant-start-mysql-5-6-server-after-computer-is-restarted,Include,Include,,Include
C765,MySQL,http://serverfault.com/questions/516934/after-installing-mysql-5-6-the-server-cant-start,Include,Include,,Include
C766,MySQL,http://serverfault.com/questions/537553/mariadb-galera-clustering-active-active-operation-not-permitted-error,Include,Include,,Include
C767,MySQL,https://forum.directadmin.com/threads/mysql-log-slow-queries.47547/,Include,Include,,Include
C768,MySQL,https://stackoverflow.com/questions/16637492,Include,Include,,Include
C769,MySQL,http://serverfault.com/questions/474116/mysql-error-1429-federation,Include,Include,,Include
C770,MySQL,http://serverfault.com/questions/564378/mysql-shut-down-it-self-periodically,Include,Include,,Include
C771,MySQL,http://serverfault.com/questions/538652/mysql-5-1-69-at-centos-6-4-doesnt-know-enable-named-pipe,Include,Include,,Include
C772,MySQL,http://serverfault.com/questions/534676/mysql-failed-to-start-error-1053-windows-server-2008-r2,Include,Include,,Include
C773,MySQL,http://serverfault.com/questions/531632/mysql-is-running-slow-on-db-import,Include,Include,,Include
C774,MySQL,http://dba.stackexchange.com/questions/35284/mysql-cant-create-test-file-1067-error,Include,Exclude,Exclude,Exclude
C775,MySQL,http://serverfault.com/questions/538652/mysql-5-1-69-at-centos-6-4-doesnt-know-enable-named-pipe,Include,Exclude,Exclude,Exclude
C776,MySQL,http://serverfault.com/questions/488489/mysql-database-config-optimization,Include,Include,,Include
